Dates,ACCOUNTS_RECEIVABLE_GROWTH,ACCOUNTS_PAYABLE_GROWTH_1YR,ACTUAL_SALES_PER_EMPL,ASSET_GROWTH,BS_CUR_ASSET_REPORT,BS_CUR_LIAB,BS_FUTURE_MIN_OPER_LEASE_OBLIG,BS_NUM_OF_TSY_SH,BS_OPTIONS_OUTSTANDING,BS_PENSION_RSRV,BS_SH_OUT,BS_TOT_CAP,BS_TOT_COM_PAPER_ISSUED,BS_TOT_LIAB2,BS_TOT_NON_CUR_ASSET,BS_TOTAL_LINE_OF_CREDIT,BVPS_GROWTH,CAP_EXPEND_RATIO,CASH_CONVERSION_CYCLE,CASH_FLOW_GROWTH,CASH_FLOW_TO_FIRM_1_YEAR_GROWTH,CASH_FLOW_TO_NET_INC,CASH_FLOW_TO_TOT_LIAB,CASH_RATIO,CF_CASH_FROM_INV_ACT,CF_CASH_FROM_OPER,CF_FREE_CASH_FLOW,CF_FREE_CASH_FLOW_FIRM,CF_NET_CASH_PAID_FOR_AQUIS,CF_NET_CHNG_CASH,CFF_ACTIVITIES_DETAILED,CFO_TO_AVG_CURRENT_LIABILITIES,COM_EQY_TO_TOT_ASSET,CUR_RATIO,DILUTED_EPS_AFT_XO_ITEMS_GROWTH,DILUTED_EPS_BEF_XO_ITEMS_GROWTH,DILUTED_EV,DILUTED_MKT_CAP,DIVIDEND_PER_SHARE_1_YEAR_GROWTH,DVD_PAYOUT_RATIO,EARN_FOR_COM_GROWTH,EARN_FOR_COMMON,EBITA,EBITDA,EBITDA_MARGIN,EBITDA_TO_INTEREST_EXPN,EBITDA_TO_REVENUE,EFF_TAX_RATE,EMPL_GROWTH,ENTERPRISE_VALUE,EQTY_BEF_MINORITY_INT_DETAILED,EQY_DPS,EV_TO_SH_OUT,EV_TO_T12M_CASH_FLOW_FIRM,EV_TO_T12M_EBIT,EV_TO_T12M_EBITDA,EV_TO_T12M_FREE_CASH_FLOW_FIRM,EV_TO_T12M_SALES,FREE_CASH_FLOW_EQUITY,FREE_CASH_FLOW_PER_SH,GROSS_MARGIN,GROSS_PROFIT,GROWTH_IN_CAP,HISTORICAL_MARKET_CAP,INC_BEF_XO_ITEMS_TO_NET_SALES,INCREMENTAL_OPERATING_MARGIN,INVENTORY_GROWTH,IS_AVG_NUM_SH_FOR_EPS,IS_BASIC_EPS_CONT_OPS,IS_CAP_INT_EXP,IS_DEPR_EXP,IS_DIL_EPS_BEF_XO,IS_DIL_EPS_CONT_OPS,IS_DILUTED_EPS,IS_EARN_BEF_XO_ITEMS_PER_SH,IS_EPS,IS_INC_BEF_XO_ITEM,IS_INT_EXPENSE,IS_OPER_INC,IS_SH_FOR_DILUTED_EPS,IS_TOT_CASH_COM_DVD,MODIFIED_WORK_CAP_GROWTH,NET_CHANGE_IN_CASH_1_YEAR_GROWTH,NET_DEBT,NET_DEBT_PCT_OF_TOT_CAPITAL,NET_DEBT_TO_EBIT,NET_DEBT_TO_EBITDA,NET_DEBT_TO_SHRHLDR_EQTY,NET_FIXED_ASSETS_1_YEAR_GROWTH,NET_INCOME,NET_INCOME_TO_COMMON_MARGIN,NI_INCLUDING_MINORITY_INT_RATIO,NON_CUR_LIAB,NUM_OF_EMPLOYEES,OPER_INC_GROWTH,OPER_INC_TO_INT_EXP,OPER_MARGIN,PE_RATIO,PRETAX_INC,PRETAX_INC_TO_NET_SALES,PROF_MARGIN,PX_LAST,PX_TO_BOOK_RATIO,PX_TO_CASH_FLOW,PX_TO_FREE_CASH_FLOW,PX_TO_SALES_RATIO,QUICK_RATIO,RETURN_COM_EQY,RETURN_ON_ASSET,RETURN_ON_CAP,RETURN_ON_INV_CAPITAL,RR_DIL_EPS_CONT_OPS_GROWTH,SALES_GROWTH,SHORT_AND_LONG_TERM_DEBT,SUSTAIN_GROWTH_RT,TCE_RATIO,TOT_CAP_EXPEND_GROWTH,TOT_DEBT_TO_EBITDA,TOT_DEBT_TO_TOT_ASSET,TOT_DEBT_TO_TOT_CAP,TOT_DEBT_TO_TOT_EQY,TOT_LIAB_AND_EQY,TOTAL_CAPITAL_5_YEAR_GROWTH,TOTAL_DEBT_TO_EBIT,TOTAL_DEBT_TO_EV,TOTAL_EQUITY_1_YEAR_GROWTH,TRAIL_12M_NET_SALES,WORK_CAP_GROWTH
12/30/2017,13.2746,7.7385,52024.0044,6.6301,49122,35733,6540,1312.4978,1.5,16750,917.9683,57985,1997,106995,76163,15300,1.4462,5.2897,87.7573,16.359,14.9102,2.7409,16.2363,0.3594,-1764,4602,3732,3816.3413,71,29,-2909,0.4811,14.4997,1.3747,-2.1622,-2.1622,168539.8586,141984.122,7.1429,82.5075,-4.0571,1679,1737,2511,19.8858,15.2182,13.1659,123.5623,-3.6024,167820.8772,18166,1.5,182.8177,9.4808,14.7678,10.5415,11.7012,2.0963,3120.5,4.0534,43.2414,8247,8.8879,140843.8772,8.7825,22.251,8.9497,920.7,2.9038,3,774,1.81,2.889,1.81,1.82,1.82,1675,165,1397,925.4,1382,14.3455,-98.696,26853,59.4843,2.363,1.6867,146.8179,3.8012,1679,8.8035,1679,71262,366600,-2.5122,8.4667,7.3249,11.2073,1135,5.9511,8.8035,146.5508,7.7532,8.1833,10.1441,1.7771,1.1436,31.1402,4.6808,10.8079,9.9456,16.8575,5.051,39695,5.4472,-25.9764,17.5676,2.4934,31.6838,68.4574,217.0312,125285,2.6637,3.493,0.2365,-0.8565,80057,108.9419
3/31/2018,4.9569,7.6473,54563.557,0.9353,46795,35442,6540,1319.5384,1.5,15963,912.7682,57792,1996,102974,74827,15300,2.6603,2.464,89.7444,-33.8142,-32.2369,0.9542,15.7321,0.3303,-635,2294,1363,1512.7547,51,-1304,-2519,0.4537,15.2275,1.3203,5.2419,5.2419,155677.8953,128440.18,4.6667,59.8002,3.1317,2404,3321,4094,20.3018,23.6647,20.4669,13.4366,-3.6024,155078.716,18520,1.57,169.8993,9.3779,13.0945,9.4572,11.9922,1.92,1402,1.4895,45.9881,9199,7.9538,127513.716,12.0132,67.0868,8.6035,915.1,3.0646,0,773,2.61,3.0466,2.61,2.63,2.63,2403,173,2978,919.4,1437,4.603,-98.696,27437,59.5356,2.3167,1.6732,147.1311,1.1098,2404,12.0182,2404,67532,366600,19.1677,17.2139,14.8878,9.9831,2776,13.8779,12.0182,133.4364,6.8852,7.9607,10.242,1.5954,1.0992,31.1595,4.7539,10.9438,10.376,11.0634,3.7016,39144,12.526,-26.0493,35.9124,2.3871,32.185,67.7326,209.9099,121622,3.0301,3.3052,0.2524,0.5608,80771,25.4891
6/30/2018,0.458,-1.0658,51162.0295,0.291,48257,36822,6540,1323.844,1.5,15774,908.7938,60546,3986,102071,73733,20000,2.6904,5.2118,88.8493,18.5102,18.3635,1.5709,16.5189,0.3937,-2969,4232,3420,3591.6195,1,772,-436,0.4922,16.2185,1.3105,0.6849,0.6849,164287.9498,138387.392,4.6667,53.1575,-1.1739,2694,3536,4326,20.8251,22.6492,23.0646,10.1469,-3.6024,163684.707,19785,1.57,180.112,9.5114,13.3937,9.7792,12.0001,2.0365,5027,3.7533,46.9343,8803,12.3011,137418.707,14.3527,67.0868,10.6371,911.2,3.2906,0,790,2.94,3.2748,2.94,2.95,2.95,2692,191,3188,915.2,1431,1.6022,-98.696,26132,56.7458,2.1383,1.5612,131.1913,-0.9768,2694,14.3634,2694,65249,366600,13.452,16.6911,16.9972,10.6717,2996,15.9736,14.3634,144.4303,6.9456,8.24,10.4547,1.7273,1.1084,29.0419,4.6982,10.6085,10.9214,5.6678,-2.0728,40627,13.604,-24.1407,-4.2453,2.4272,33.3035,67.101,203.961,121990,2.3561,3.3244,0.2482,0.82,80374,-12.3419
9/29/2018,-2.7048,1.6587,62065.0314,-1.5747,49146,38227,5595,1340.9476,1.5,17002,892.4794,56481,2995,106452,74236,10250,-1.3592,5.2673,97.0928,-28.1528,-26.1724,2.1112,14.3229,0.3138,455,4119,3337,3422.0088,16,-127,-4605,0.4034,13.6118,1.2856,0.6849,0.6849,129576.609,102894.084,4.6667,72.5038,-1.1739,1951,4950,5740,20.9458,29.7409,26.3787,55.954,-4.3644,129137.6345,16796,1.57,144.6954,8.1721,10.5929,7.7462,10.4082,1.6225,2249.5,3.7024,49.1131,10687,-2.7498,101448.1345,8.9752,-3.8314,6.2539,901.3,5.2454,0,790,2.15,5.2153,2.15,2.17,2.17,1953,193,4628,905.2,1416,-3.2466,-98.696,27554,61.9414,2.2602,1.6528,162.7525,-2.9147,1951,8.966,1951,68225,350600,-0.6441,23.9793,21.2684,7.8797,4434,20.3768,8.966,108.5735,6.0406,6.7986,8.7448,1.3021,1.0939,50.7634,7.0178,16.2071,15.9025,5.1705,-3.4734,39551,13.958,-26.8446,-18.2008,2.3724,32.0557,70.0253,233.6149,123382,-0.0195,3.2443,0.3063,-4.4852,79591,-11.7443
12/29/2018,-2.6728,-0.4358,51859.6691,4.5025,52705,38871,5306,1348.1762,1.5,16467,886.6429,65311,2993,114320,78222,15300,-6.0759,8.8293,93.797,3.4116,5.3434,2.9912,13.4745,0.4632,-853,4759,4220,4397.7524,1,5667,1863,0.413,12.5873,1.3559,-1.6575,-1.6575,156535.0225,126129.29,4.6667,87.6962,-5.2412,1591,2606,3749,22.7557,17.8524,20.6193,15.356,-4.3644,155930.3094,16480,1.57,175.866,8.865,12.1094,8.1806,10.735,1.9813,8531.5,4.7437,44.2361,8043,12.6343,125105.3094,8.7614,-3.8314,1.0268,889.6,2.1566,2,1143,1.78,2.1441,1.78,1.79,1.79,1593,210,1919,893.9,1397,-2.9368,19441.3793,30699,64.8959,2.3841,1.6106,184.8669,35.7422,1591,8.7504,1591,75449,350600,37.3658,9.1381,10.5544,10.3137,1882,10.3509,8.7504,134.7736,7.5913,8.2655,10.3076,1.6214,1.1649,49.8759,6.7444,14.9044,15.9077,-25.7848,-4.6665,48705,6.1366,-24.8184,-38.046,2.5552,37.2004,74.574,293.2976,130926,3.646,3.7824,0.3124,-9.2072,78701,3.3236
3/30/2019,-15.7572,-14.3893,54652.0251,27.1579,77517,42351,5637,1350.8271,1.5,16471,885.8752,89815,7871,136876,77135,15300,-1.8323,5.0446,87.8519,28.204,33.2041,1.1773,11.7267,1.0926,4162,2941,2358,2672.1806,42,28263,21031,0.4127,11.4095,1.8303,7.6628,7.6628,148679.4371,122841.32,3.1847,57.423,3.9101,2498,2882,3869,22.7129,11.1178,20.1921,9.7182,-4.3644,148059.1846,17645,1.62,167.1332,8.0585,12.2938,8.0049,9.4564,1.9016,25501,2.6605,47.0226,9010,55.4108,122162.1846,13.0421,-98.6936,0.1722,886.3,3.7922,1,987,2.81,3.7777,2.81,2.82,2.82,2499,348,2147,890.8,1435,-14.8967,19441.3793,25766,59.175,2.1394,1.3931,144.9482,37.881,2498,13.0369,2498,94525,350600,-27.9046,6.1695,11.2051,9.5685,2768,14.446,13.0369,131.7171,6.9233,7.7115,9.28,1.589,1.6347,48.3008,6.3227,12.7573,12.2449,23.9947,-4.2094,72039,20.5651,-17.4604,-37.3792,3.8948,46.5814,80.2082,405.2599,154652,9.1894,5.9816,0.4866,-4.6761,77859,209.7507
6/29/2019,-27.4962,-24.9257,51420.4221,22.6494,38121,35066,5555,1351.4179,1.5,15925,885.6375,83529,2988,131524,111499,15300,-6.8662,6.1548,81.3669,-14.4849,-10.6788,2.1645,11.7378,0.3086,-30373,3619,3031,3345.367,32587,-35310,-8177,0.4295,12.0017,1.0871,-36.3946,-36.3946,184529.8499,129830.976,3.1847,85.8338,-37.9362,1672,2786,3844,22.3023,8.8981,21.3224,9.7182,-4.3644,183541.3986,17957,1.62,207.2421,10.2223,17.2915,10.4218,11.8697,2.3796,-3508,3.421,46.2392,8336,37.9596,128789.3986,9.28,-196.2912,-9.5615,886,2.6122,2,1058,1.87,2.5884,1.87,1.89,1.89,1673,432,1759,892.8,1436,-26.6153,19441.3793,54613,75.1117,5.1451,3.101,301.796,36.67,1672,9.2745,1672,96458,350600,-44.8243,4.0718,9.757,10.5949,1522,8.4424,9.2745,138.8999,7.1721,8.3948,10.0099,1.6802,0.8528,40.8669,5.6787,11.9006,10.8908,-20.9592,-3.8814,65433,5.7893,-73.1132,-27.5862,3.7154,43.7328,78.3357,361.5882,149620,9.4328,6.1645,0.3565,-9.1521,77131,-73.2838
9/28/2019,-26.0161,-25.3431,62113.5197,23.3454,38420,37701,5605,1350.8865,1.5,17142,887.1105,89142,304,131202,113766,10250,24.8303,5.9913,86.0562,-16.2175,-10.1742,0.9403,11.2575,0.2352,128,3451,2875,3200.2829,0,-1911,-5675,0.3891,13.6928,1.0191,91.1628,91.1628,179228.4597,119791.548,3.1847,41.6349,88.1087,3670,5096,6117,22.7861,17.2797,28.0893,8.1122,0,178343.7853,20840,1.62,201.039,10.0717,17.7339,10.1453,11.5647,2.3117,-1219.5,3.2409,50.9712,11100,57.8265,118908.2853,16.8526,-196.2912,-3.7455,887.1,4.567,1,1021,4.11,4.5368,4.11,4.14,4.14,3670,354,4071,893.7,1528,-24.6913,-1404.7244,59290,73.8595,5.8956,3.3728,282.5486,39.0382,3670,16.8526,3670,93501,350600,-12.0354,11.5,18.694,10.2737,3994,18.3405,16.8526,128.0302,5.7062,8.054,9.5293,1.5415,0.8204,50.1209,6.8448,14.6658,13.0351,-13.0099,0.0781,68158,29.2531,-66.8371,-26.3427,3.8772,44.786,76.46,324.8094,152186,14.6556,6.7774,0.3822,23.9457,77148,-93.4151
12/28/2019,-30.1423,-26.948,49832.6716,17.1677,38931,40673,5605,1351.0405,1.5,16474,887.892,89581,2519,133275,114472,15300,21.1824,7.1048,81.965,-5.9466,-10.1742,3.8094,10.87,0.2917,-902,4476,3846,3200.2829,13,3057,-115,0.3643,13.0369,0.9572,-26.4045,-26.4045,156987.2703,99282.35,3.1847,122.449,-26.1471,1175,965,1977,20.6528,6.0644,11.2515,8.1122,0.5705,156210.8548,19999,1.62,175.9345,10.0717,18.7753,9.8824,11.5647,2.041,5246.5,4.3311,45.0857,7922,37.1607,98493.8548,6.6928,-257.9378,0.847,888,2.0822,5,1012,1.31,2.0619,1.31,1.32,1.32,1176,326,343,895,1440,-28.572,-46.0561,57588,74.1006,6.9216,3.6432,286.1089,-5.3106,1175,6.6872,1175,92602,352600,-82.1261,1.0521,1.9521,8.5563,-50,-0.2846,6.6872,105.9563,4.9249,6.7915,8.1247,1.2854,0.7602,49.4257,6.3412,13.1297,12.1551,-3.8333,-3.3605,69453,-11.0956,-64.2522,16.8831,4.3938,45.2749,77.5309,345.0566,153403,14.9158,8.3477,0.4446,21.2092,76537,-93.4151
3/28/2020,-19.371,-0.1058,51398.1849,-0.2923,39953,38442,5605,1350.65,1.5,16483,890.5787,90453,115,133512,114247,15300,15.8541,6.1128,73.6024,21.5913,18.4582,2.6275,11.3263,0.3669,-1236,3576,2991,3271.0293,6,817,-1624,0.3743,13.3275,1.0393,-45.9075,-45.9075,163353.1954,107412.838,0.6173,106.4611,-45.5164,1361,2493,3549,20.5129,10.9876,19.5829,13.3036,0.5705,163353.1954,20551,1.63,183.4236,10.0717,20.31,10.5478,11.5647,2.1636,2989,3.3629,48.0053,8700,0.7103,107555.1954,7.5153,-26.6859,7.106,889.4,2.3136,0,1056,1.52,2.3022,1.52,1.53,1.53,1362,323,1870,889.4,1450,-21.6138,-97.1093,55661,72.9034,6.9204,3.594,269.0497,-4.7171,1361,7.5098,1361,95070,352600,-12.9017,5.7895,10.3184,10.5115,1571,8.6685,7.5098,115.3552,5.2336,7.0891,8.4126,1.4198,0.8484,41.2504,5.1015,9.9981,10.2924,-39.058,-5.4173,69765,-2.6652,-62.792,0.3431,4.5047,45.2432,77.1285,337.2245,154200,14.5422,8.674,0.4271,16.3816,75499,-95.7032
6/27/2020,-11.1932,-1.4102,51398.1849,3.013,39845,37993,5605,1350.6009,1.5,16732,891.0571,91719,25,132794,114283,15300,17.386,5.9103,67.5554,18.4029,16.5762,2.5236,11.8891,0.4104,-332,4285,3560,3860.3706,18,2365,-1689,0.4322,13.76,1.0487,1.0695,1.0695,164050.4962,109174.491,0.6173,85.5209,1.555,1698,2881,3951,20.7834,12.2322,22.5,7.006,0.5705,163332.9193,21208,1.63,183.3024,10.0717,19.0988,10.4741,11.5647,2.1769,3375,3.9937,48.0068,8430,9.805,108414.9193,9.6754,-26.6859,13.8435,891.4,2.2069,1,1070,1.89,2.189,1.89,1.9,1.9,1699,323,2268,897.3,1453,-10.995,-97.1093,54792,71.9754,6.4069,3.5137,256.8295,-1.9447,1698,9.6697,1698,94801,352600,28.9369,7.0217,12.9157,10.9713,1827,10.4043,9.6697,116.2148,5.112,6.8514,8.1501,1.4414,0.8565,40.3626,5.2043,10.2159,10.966,-15.4314,-2.596,70385,5.8441,-62.4701,23.2993,4.5136,45.6666,76.7398,329.9194,154128,15.1004,8.2302,0.4309,17.8935,75031,-39.3781
9/26/2020,-24.3858,-17.6266,44475.3261,2.4871,39165,39869,5265,1350.3156,1.5,17184,892.6534,85814,0,135245,116806,10250,-1.7727,8.6431,74.0721,69.8059,16.5762,4.3215,13.4548,0.3458,-558,5860,5182,3860.3706,299,-878,-6293,0.4692,13.2057,0.9823,-63.017,-67.8832,164601.8932,113166.12,0.6173,122.2689,-63.0518,1356,2000,3089,18.2285,9.7445,19.6977,7.006,0.5705,163796.213,20597,1.63,183.4936,10.0717,27.8992,13.0349,11.5647,2.3761,441,5.8055,58.9083,9238,-3.7334,112367.213,7.5883,-43.9869,11.9209,892.6,1.49,0,1089,1.32,1.4757,1.52,1.33,1.52,1190,317,1390,899,1455,-23.0184,54.0555,51300,71.2243,8.7379,4.0824,247.5152,-34.8817,1356,8.6469,1356,95376,352600,-65.8561,4.3849,8.8637,15.6786,1014,6.466,8.6469,120.236,5.4555,6.1605,7.1959,1.6257,0.7643,26.9817,3.628,7.5543,8.0186,-67.4719,-27.9882,65088,-6.0085,-53.022,17.7083,5.1797,41.7308,75.8478,314.0403,155971,13.1014,11.0864,0.3974,-1.2295,68936,-39.3781
12/26/2020,-19.8027,-0.767,37399.3193,-3.1121,34038,36543,5265,1350.4924,1.5,17346,893.5228,82633,0,127116,114591,15300,6.2764,9.9474,69.6128,9.7855,16.5762,5.1455,14.6598,0.3046,-2000,4914,4420,4699.9398,1120,-3003,-5783,0.4827,14.3909,0.9315,-19.084,-65.6489,170263.1648,120160.542,0.6173,361.5385,-18.7234,955,1343,2395,20.114,8.5536,18.1618,7.006,0,169183.8521,21389,1.63,189.3447,8.5112,27.0651,13.0302,9.7256,2.6209,260,4.9463,53.2873,7027,-7.7561,119070.8521,3.056,-43.9869,2.3516,893.6,1.1336,2,1052,0.45,1.1265,1.06,0.45,1.07,403,280,723,901.7,1457,-22.1936,54.0555,49989,69.9127,7.997,3.85,232.3665,-3.87,955,7.242,955,90573,352600,110.7872,2.5821,5.4827,18.7865,243,1.8427,7.242,127.2852,5.5669,6.3785,7.359,1.8406,0.7227,25.9496,3.5559,7.6797,7.8438,-45.3662,-24.9502,61120,-67.8681,-69.4049,-21.5873,4.7073,41.1225,73.9656,284.1073,148629,9.8406,9.7776,0.3613,6.881,64552,-43.8002
3/27/2021,-18.8493,-10.7014,37399.3193,-4.7899,30774,36617,5265,1350.6628,1.5,17265,896.3201,81856,0,124747,116040,10000,6.0846,4.6875,66.6313,-26.594,-25.4525,1.9811,14.1759,0.2171,-2671,2625,2065,2314.5724,1746,-3107,-3130,0.4712,14.9454,0.8404,-3.2895,-40.7895,184706.1765,132546.678,0.6135,181.1111,-2.6451,1325,1992,3042,20.5732,10.8256,21.3954,11.1842,0,183355.5594,21942,1.64,204.5648,8.5112,31.9268,14.6955,9.7256,3.0233,641,2.3073,55.2258,7852,-9.5044,131391.5594,5.697,-13.009,-3.3173,895,1.3292,0,1050,0.9,1.3199,1.47,0.91,1.48,810,281,1362,904.2,1467,-19.4508,54.0555,51839,70.1418,9.0265,4.1548,234.9164,-4.6468,1325,9.3192,1325,88130,352600,-27.1658,4.847,9.5794,23.9877,912,6.4144,9.3192,140.0175,5.9881,7.402,8.5963,2.1585,0.6273,25.1053,3.544,7.2925,7.4346,-42.6695,-21.5472,59789,-20.3632,-74.3292,-4.2735,4.7919,40.7243,73.0417,270.943,146814,9.4752,10.4108,0.3261,6.6657,60647,-43.8002
6/26/2021,-18.7467,6.5997,37399.3193,-6.4323,29967,35832,5265,1350.6651,1.5,16764,896.8004,81335,900,121857,114247,10000,4.1383,4.862,67.4434,-36.6861,-25.4525,2.4009,13.2221,0.2248,-629,2713,2155,2314.5724,152,241,-1749,0.4365,15.4132,0.8363,-33.8624,-39.6825,176880.5366,125870.58,0.6135,141.8515,-33.4511,1130,1841,2878,20.2421,9.9241,21.7191,11.1842,0,175644.4726,22228,1.64,195.8568,8.5112,37.6193,15.402,9.7256,3.1177,1964,2.4022,53.6261,7106,-11.3215,124592.4726,7.8258,-24.9246,-2.9759,897.1,1.4604,0,1037,1.14,1.4414,1.25,1.16,1.26,1037,290,1194,906,1471,-23.4592,-89.8097,50923,69.491,10.9066,4.4654,227.7721,-8.7371,1130,8.5277,1130,86025,352600,-47.3545,4.1172,9.0106,25.9028,813,6.1354,8.5277,132.7009,5.6052,7.7092,8.9857,2.2058,0.6091,21.9449,3.195,6.5745,6.9679,-34.15,-24.5387,58978,-9.1843,-74.7375,-23.0345,5.1717,40.8962,72.5124,263.801,144214,9.6859,12.6318,0.3358,4.7952,56338,-43.8002
9/25/2021,-11.4734,-1.934,59177.5966,-15.3682,29539,33618,3670,1350.5092,1.5497,14435,898.0686,74136,0,113005,102462,10000,-8.7875,5.6533,67.7906,-56.587,-25.4525,1.0909,11.3234,0.2157,-675,2544,2094,2353.9104,275,-849,-2692,0.3483,14.3188,0.8787,69.0789,106.0606,169143.4287,121176.156,0.6135,59.8944,71.9764,2332,3604,4353,22.0889,14.3663,26.0752,14.221,-19.9943,168020.8489,18901,1.64,187.0913,12.0705,26.879,13.2634,14.1695,2.9297,141,2.3313,56.9067,9500,-13.6085,120035.8489,14.7418,156.3241,-8.9404,898.2,2.9714,0,749,2.72,2.9494,2.57,2.74,2.6,2461,303,2972,906.6,1474,-13.8165,3.303,47890,71.5994,7.6612,3.7804,252.1057,-8.7504,2332,13.9691,2332,79387,282100,113.8129,9.8086,17.8028,19.5491,2869,17.1858,13.9691,133.66,6.3508,9.3543,11.1504,2.0884,0.6549,29.0749,3.9879,8.5851,8.5642,99.858,6.4533,55140,11.6607,-77.1422,-33.6283,4.3527,41.7724,74.3768,290.2716,132001,7.0576,8.821,0.3282,-8.347,57350,-479.4034
12/25/2021,-14.0576,-16.5942,59177.5966,-10.3304,31330,34056,3670,1350.7047,1.5497,13937,899.4353,76659,0,114163,101945,10000,-11.521,11.5587,61.3439,-33.9031,-31.7613,4.4311,9.7492,0.3078,-1358,3248,2967,3263.2756,698,3262,1377,0.3153,14.2938,0.92,-23.5849,62.2222,165356.9725,118214.184,0.6135,222.8097,-23.2461,733,1684,2315,21.5696,7.4437,16.3063,14.221,-19.9943,164069.5808,19050,1.64,182.414,13.3837,24.9081,13.0338,15.7609,2.8113,5986,3.2992,51.6658,7335,-7.2296,116944.5808,4.663,33.2673,-2.8446,899.3,1.4133,2,631,0.73,1.3998,0.81,0.74,0.82,662,311,1059,909.2,1475,-11.6672,3.303,47063,71.119,7.1448,3.7387,246.2484,-37.8113,733,5.1631,733,80107,282100,46.473,3.4051,7.4593,18.2857,623,4.3883,5.1631,130.02,6.1388,10.4845,12.5745,1.9994,0.6934,27.3004,3.9162,8.3481,9.0386,24.2628,7.6591,57547,-33.5275,-76.1182,-43.1174,4.5716,43.1791,75.0688,301.104,133275,7.5587,8.7365,0.3507,-11.1607,58360,-8.8224
3/26/2022,-12.7888,-12.0313,59177.5966,-13.1534,27896,31844,3670,1351.3582,1.5497,13118,903.1804,72852,0,108026,99607,10000,-12.2114,3.8968,56.295,-49.6762,-45.2554,0.949,9.096,0.2373,172,1321,982,1234.6742,260,-2965,-4196,0.2871,15.2232,0.876,4.0816,78.8889,174705.4032,128581.733,0,101.57,5.0566,1392,2388,3008,21.0366,10.1279,19.3627,14.9245,-19.9943,173404.034,19410,1.64,191.9927,15.8405,24.8181,13.8127,18.6078,2.9057,-1513,1.0893,53.3634,8290,-10.9998,127520.034,9.4303,30.3721,-6.8622,901.5,2.2164,0,620,1.61,2.1953,1.53,1.62,1.54,1465,297,1762,910.7,1488,-12.1928,4.5703,45817,70.1703,6.5575,3.6496,235.2364,-41.1803,1392,8.9604,1392,76182,282100,29.3686,5.9327,11.3421,17.6798,1722,11.0846,8.9604,141.19,6.5698,12.9135,15.4779,2.1271,0.6487,27.0217,4.0734,8.6717,9.5432,66.3307,9.2629,53375,-0.4242,-77.5159,-39.4643,4.2516,41.8618,73.265,274.0412,127503,6.3561,7.6392,0.3078,-11.737,59677,32.432
6/25/2022,-11.3871,-10.4049,59177.5966,-12.7339,28999,30466,3670,1351.2839,1.5497,11760,904.1264,73973,0,105703,96851,10000,-10.4133,5.9968,49.6209,-29.93,-45.2554,0.949,8.5277,0.3141,-1697,1901,1584,1234.6742,62,721,713,0.2719,15.9523,0.9518,4.0816,78.8889,151747.2531,107416.121,0.6098,101.57,5.0566,-3196,2005,2591,20.265,8.7831,18.3668,14.9245,-19.9943,151747.2531,20076,1.65,167.8385,15.8405,21.0147,12.3704,18.6078,2.5069,3730,1.752,52.6689,7430,-9.0515,107419.2531,-22.783,27.3364,-5.1296,904.1,1.6477,6,586,-3.55,1.6477,-3.54,-3.55,-3.54,-3214,295,1428,904.1,1491,-10.7159,199.1701,44257,68.7178,6.1289,3.6078,219.6704,-41.0798,-3196,-22.6554,-3196,75237,282100,19.598,4.8407,10.1226,14.5029,-4501,-31.9061,-22.6554,118.81,5.3506,11.8667,14.024,1.7678,0.7146,5.9616,0.9339,2.8508,16.8671,14.306,6.4599,53826,-0.4242,-74.3575,-43.19,4.3879,42.77,72.7644,267.1663,125850,6.5306,7.4541,0.3547,-9.885,60533,74.9872
9/24/2022,-2.9591,2.4273,57894.5543,-3.6045,29118,31505,3331,1351.0249,6.0217,9596,906.092,76034,0,105222,98125,10000,15.0716,9.6944,56.0608,55.8569,51.1104,1.4626,9.9171,0.2774,-1319,3965,3556,3828.0006,1328,14,-2852,0.3205,17.2457,0.9242,15.1751,15.0735,174434.7463,129041.151,0.6098,52.0739,16.2521,2711,3830,4400,20.3436,14.0127,26.3615,13.3756,2.1978,173011.2986,21944,1.65,190.9423,15.8405,23.0313,14.05,18.6078,2.8583,2218,3.9258,57.7077,9632,2.5602,127659.2986,17.1889,27.3364,-5.9394,905.8,3.2565,5,570,3.13,3.2181,2.96,3.17,2.99,2869,314,3263,915.9,1494,-5.063,199.1701,45275,67.2774,6.027,3.6767,205.5992,-7.8959,2711,16.2423,2711,73717,288300,9.7914,10.3917,19.5495,16.6519,3312,19.843,16.2423,140.89,5.8175,12.1909,13.9961,2.1013,0.7322,8.0304,1.2652,3.4646,16.748,9.1124,-0.018,54013,3.8486,-75.1772,-9.1111,4.3863,42.4487,71.038,245.2795,127243,5.5357,7.1902,0.3122,15.9244,60530,41.4808
